input	0
GRMZM2G157177	Zm00001d028372
GRMZM2G157197	Zm00001d028371
GRMZM2G157219	Zm00001d038994
GRMZM2G157306	Zm00001d049581
GRMZM2G157679	Zm00001d042907
GRMZM2G157722	Zm00001d050018
GRMZM2G157927	Zm00001d044074
GRMZM2G158117	Zm00001d009599
GRMZM2G158141	Zm00001d024883
GRMZM2G158162	Zm00001d022440
GRMZM2G158204	Zm00001d009244
GRMZM2G158313	Zm00001d016154
GRMZM2G158328	Zm00001d043062
GRMZM2G158700	Zm00001d040594
GRMZM2G159032	Zm00001d038832
GRMZM2G159094	Zm00001d020446
GRMZM2G159119	Zm00001d023402
GRMZM2G159134	Zm00001d043117
GRMZM2G159357	Zm00001d043915
GRMZM2G159397	Zm00001d031620
GRMZM2G159399	Zm00001d014013
GRMZM2G159431	Zm00001d027431
GRMZM2G159456	Zm00001d027859
GRMZM2G159475	Zm00001d041536
GRMZM2G159500	Zm00001d047554
GRMZM2G159547	Zm00001d018097
GRMZM2G159592	Zm00001d009468
GRMZM2G159937	Zm00001d043706
GRMZM2G160005	Zm00001d045026
GRMZM2G160136	Zm00001d040500
GRMZM2G160565	Zm00001d017614
GRMZM2G160687	Zm00001d041781
GRMZM2G160730	Zm00001d046621
GRMZM2G160838	Zm00001d042665
GRMZM2G160840	Zm00001d041580
GRMZM2G160902	Zm00001d041604
GRMZM2G160917	Zm00001d031451
GRMZM2G160971	Zm00001d044004
GRMZM2G161009	Zm00001d010638
GRMZM2G161255	Zm00001d047170
GRMZM2G161315	Zm00001d020460
GRMZM2G161411	Zm00001d013630
GRMZM2G161435	Zm00001d016298
GRMZM2G161512	Zm00001d014364
GRMZM2G161680	Zm00001d036648
GRMZM2G162382	Zm00001d018967
GRMZM2G162405	Zm00001d013451
GRMZM2G162409	Zm00001d019536
GRMZM2G162434	Zm00001d052397
GRMZM2G162450	Zm00001d009715
GRMZM2G162481	Zm00001d047559
GRMZM2G162709	Zm00001d040019
GRMZM2G162739	Zm00001d005208
GRMZM2G162749	Zm00001d027846
GRMZM2G162840	Zm00001d050583
GRMZM2G163054	Zm00001d037607
GRMZM2G163157	Zm00001d011571
GRMZM2G163200	Zm00001d018421
GRMZM2G163233	Zm00001d006564	Zm00001d006565
GRMZM2G163251	Zm00001d034277
GRMZM2G163291	Zm00001d039750
GRMZM2G163418	Zm00001d005622
GRMZM2G163427	Zm00001d048604
GRMZM2G163641	Zm00001d046405
GRMZM2G163745	Zm00001d032077
GRMZM2G163761	Zm00001d033379
GRMZM2G163813	Zm00001d053772	Zm00001d053775
GRMZM2G163841	Zm00001d011590
GRMZM2G163843	Zm00001d011589
GRMZM2G163914	Zm00001d045616	Zm00001d045617
GRMZM2G163975	Zm00001d040186
GRMZM2G164082	Zm00001d034475
GRMZM2G164341	Zm00001d011187
GRMZM2G164359	Zm00001d053397
GRMZM2G164735	Zm00001d049800
GRMZM2G164848	Zm00001d039206
GRMZM2G164909	Zm00001d031736
GRMZM2G165042	Zm00001d033267
GRMZM2G165090	Zm00001d030972
GRMZM2G165188	Zm00001d048786
GRMZM2G165257	Zm00001d050948
GRMZM2G165272	Zm00001d021263	Zm00001d021264
GRMZM2G165355	Zm00001d047968
GRMZM2G165488	Zm00001d013676
GRMZM2G165805	Zm00001d035498
GRMZM2G165972	Zm00001d027757
GRMZM2G166041	Zm00001d000303
GRMZM2G166230	Zm00001d005160
GRMZM2G166337	Zm00001d006585
GRMZM2G166687	Zm00001d032217
GRMZM2G166721	Zm00001d039506
GRMZM2G166782	Zm00001d020575
GRMZM2G166946	Zm00001d043368
GRMZM2G167018	Zm00001d024268
GRMZM2G167088	Zm00001d046518
GRMZM2G167492	Zm00001d008307	Zm00001d008308
GRMZM2G167576	Zm00001d045772
GRMZM2G167824	Zm00001d032502
GRMZM2G167829	Zm00001d043611
GRMZM2G168002	Zm00001d050404
GRMZM2G168079	Zm00001d012296
GRMZM2G168229	Zm00001d053756
GRMZM2G169149	Zm00001d020495
GRMZM2G169270	Zm00001d031487
GRMZM2G169316	Zm00001d012379
GRMZM2G169356	Zm00001d020405
GRMZM2G169382	Zm00001d040651
GRMZM2G169580	Zm00001d017420
GRMZM2G169636	Zm00001d022116
GRMZM2G169654	Zm00001d043782
GRMZM2G169709	Zm00001d045365
GRMZM2G169820	Zm00001d031522
GRMZM2G169884	Zm00001d042197
GRMZM2G169947	Zm00001d040152
GRMZM2G169966	Zm00001d038451
GRMZM2G169991	Zm00001d019429
GRMZM2G170049	Zm00001d017383
GRMZM2G170079	Zm00001d012719
GRMZM2G170148	Zm00001d046974
GRMZM2G170232	Zm00001d049645	Zm00001d049646
GRMZM2G170322	Zm00001d051480
GRMZM2G170520	Zm00001d002731
GRMZM2G170559	Zm00001d016354
GRMZM2G170958	Zm00001d024410
GRMZM2G171073	Zm00001d028139
GRMZM2G171179	Zm00001d045044
GRMZM2G171365	Zm00001d048474
GRMZM2G171370	Zm00001d005244
GRMZM2G171395	Zm00001d045463
GRMZM2G171428	Zm00001d047309
GRMZM2G171464	Zm00001d048478
GRMZM2G171468	Zm00001d013202
GRMZM2G171569	Zm00001d019215	Zm00001d019216
GRMZM2G171600	Zm00001d042313
GRMZM2G171650	Zm00001d042315
GRMZM2G171781	Zm00001d010906	Zm00001d010907
GRMZM2G171818	Zm00001d007311
GRMZM2G171852	Zm00001d017575
GRMZM2G171912	Zm00001d008734
GRMZM2G171942	Zm00001d008735
GRMZM2G172264	Zm00001d010144
GRMZM2G172297	Zm00001d007382
GRMZM2G172327	Zm00001d021537
GRMZM2G172487	Zm00001d023284
GRMZM2G172575	Zm00001d023287
GRMZM2G172586	Zm00001d023288	Zm00001d023289
GRMZM2G172605	Zm00001d004497
GRMZM2G172621	Zm00001d007173
GRMZM2G172657	Zm00001d021973
GRMZM2G172936	Zm00001d002744
GRMZM2G173090	Zm00001d046204
GRMZM2G173124	Zm00001d008812
GRMZM2G173198	Zm00001d010713
GRMZM2G173321	Zm00001d024320	Zm00001d024321
GRMZM2G173372	Zm00001d027546
GRMZM2G173425	Zm00001d033262
GRMZM2G173429	Zm00001d026050
GRMZM2G173521	Zm00001d004007
GRMZM2G173534	Zm00001d042263
GRMZM2G173633	Zm00001d025664
GRMZM2G173680	Zm00001d041397
GRMZM2G173771	Zm00001d052167
GRMZM2G173862	Zm00001d012642
GRMZM2G173882	Zm00001d007962
GRMZM2G173943	Zm00001d020020
GRMZM2G174070	Zm00001d048493
GRMZM2G174240	Zm00001d018198
GRMZM2G174284	Zm00001d028936
GRMZM2G174347	Zm00001d000339
GRMZM2G174610	Zm00001d038504
GRMZM2G174776	Zm00001d052838
GRMZM2G174784	Zm00001d002075
GRMZM2G174834	Zm00001d052405
GRMZM2G174917	Zm00001d002079
GRMZM2G175000	Zm00001d035701
GRMZM2G175232	Zm00001d038878
GRMZM2G175265	Zm00001d024547
GRMZM2G175280	Zm00001d031723
GRMZM2G175480	Zm00001d009999
GRMZM2G175525	Zm00001d025409
GRMZM2G175543	Zm00001d036536
GRMZM2G175827	Zm00001d050350
GRMZM2G175856	Zm00001d031728
GRMZM2G175870	Zm00001d038574	Zm00001d038575
GRMZM2G175955	Zm00001d031262
GRMZM2G176063	Zm00001d041549
GRMZM2G176141	Zm00001d005740
GRMZM2G176173	Zm00001d049347
GRMZM2G176175	Zm00001d019230
GRMZM2G176289	Zm00001d051569
GRMZM2G176327	Zm00001d007191
GRMZM2G176489	Zm00001d039532
GRMZM2G176568	Zm00001d008601
GRMZM2G176655	Zm00001d037786
GRMZM2G176677	Zm00001d002945
GRMZM2G177046	Zm00001d034199
GRMZM2G177110	Zm00001d006739
GRMZM2G177220	Zm00001d042463
GRMZM2G177244	Zm00001d042460
GRMZM2G177693	Zm00001d044261
GRMZM2G177974	Zm00001d034033
GRMZM2G178102	Zm00001d041489
GRMZM2G178182	Zm00001d006110
GRMZM2G178261	Zm00001d033876
GRMZM2G178603	Zm00001d017350
GRMZM2G178741	Zm00001d048312
GRMZM2G178767	Zm00001d013783
GRMZM2G178998	Zm00001d002828
GRMZM2G179021	Zm00001d021290
GRMZM2G179049	Zm00001d006106
GRMZM2G179069	Zm00001d035651
GRMZM2G179121	Zm00001d030801
GRMZM2G179325	Zm00001d030744
GRMZM2G179366	Zm00001d031572
GRMZM2G179677	Zm00001d031992
GRMZM2G179885	Zm00001d021818
GRMZM2G180168	Zm00001d024545
GRMZM2G180190	Zm00001d002449
GRMZM2G180319	Zm00001d036435
GRMZM2G180328	Zm00001d038221
GRMZM2G180406	Zm00001d042373
GRMZM2G180452	Zm00001d028297
GRMZM2G180568	Zm00001d022256
GRMZM2G180847	Zm00001d006127
GRMZM2G180947	Zm00001d006813
GRMZM2G180979	Zm00001d033610
GRMZM2G181030	Zm00001d026017
GRMZM2G181254	Zm00001d030803
GRMZM2G181605	Zm00001d022517
GRMZM2G300924	Zm00001d051239
GRMZM2G301089	Zm00001d033957
GRMZM2G301122	Zm00001d023523
GRMZM2G301485	Zm00001d026094
GRMZM2G301642	Zm00001d040464
GRMZM2G301860	Zm00001d045204
GRMZM2G302323	Zm00001d049493
GRMZM2G302549	Zm00001d013070
GRMZM2G302891	Zm00001d041506
GRMZM2G303463	Zm00001d007536
GRMZM2G303465	Zm00001d042968
GRMZM2G304573	Zm00001d011237
GRMZM2G305362	Zm00001d009160
GRMZM2G305582	Zm00001d024534
GRMZM2G305856	Zm00001d035605
GRMZM2G306357	Zm00001d044260
GRMZM2G306610	Zm00001d009198
GRMZM2G306935	Zm00001d020242
GRMZM2G307119	Zm00001d022488
GRMZM2G307152	Zm00001d042593
GRMZM2G307241	Zm00001d053543
GRMZM2G307397	Zm00001d014630
GRMZM2G307400	Zm00001d014629
GRMZM2G307402	Zm00001d036330
GRMZM2G307588	Zm00001d020941
GRMZM2G307823	Zm00001d044726
GRMZM2G308034	Zm00001d028777
GRMZM2G309731	Zm00001d031673
GRMZM2G310368	Zm00001d043205
GRMZM2G311059	Zm00001d026186
GRMZM2G311316	Zm00001d024230	Zm00001d024231
GRMZM2G312201	Zm00001d043094
GRMZM2G312419	Zm00001d008251
GRMZM2G313058	Zm00001d038612
GRMZM2G313078	Zm00001d038609
GRMZM2G313737	Zm00001d011745
GRMZM2G313756	Zm00001d025205
GRMZM2G314064	Zm00001d028986
GRMZM2G314546	Zm00001d043452
GRMZM2G314660	Zm00001d027335
GRMZM2G314882	Zm00001d054038
GRMZM2G315140	Zm00001d017396
GRMZM2G315506	Zm00001d049511
GRMZM2G315515	Zm00001d049516
GRMZM2G316366	Zm00001d016957
GRMZM2G316758	Zm00001d052037	Zm00001d052038
GRMZM2G316840	Zm00001d003626
GRMZM2G317160	Zm00001d028919
GRMZM2G317287	Zm00001d023247
GRMZM2G317317	Zm00001d028312
GRMZM2G317450	Zm00001d017908
GRMZM2G317584	Zm00001d047563
GRMZM2G317596	Zm00001d039019
GRMZM2G317900	Zm00001d014690
GRMZM2G318412	Zm00001d007525	Zm00001d007527	Zm00001d007528	Zm00001d007529	Zm00001d007530	Zm00001d007531
GRMZM2G320287	Zm00001d016632
GRMZM2G320305	Zm00001d023295	Zm00001d023296
GRMZM2G320549	Zm00001d039913
GRMZM2G320754	Zm00001d013722
GRMZM2G320827	Zm00001d002782
GRMZM2G322090	Zm00001d031009
GRMZM2G322490	Zm00001d009184
GRMZM2G323172	Zm00001d037531
GRMZM2G324131	Zm00001d023541
GRMZM2G324999	Zm00001d032265
GRMZM2G325850	Zm00001d039113
GRMZM2G325907	Zm00001d024630
GRMZM2G326783	Zm00001d047589
GRMZM2G327059	Zm00001d027435
GRMZM2G327189	Zm00001d043904
GRMZM2G327349	Zm00001d040554
GRMZM2G327741	Zm00001d010415
GRMZM2G328197	Zm00001d036251
GRMZM2G328438	Zm00001d009674
GRMZM2G328742	Zm00001d052591
GRMZM2G328814	Zm00001d016914
GRMZM2G329159	Zm00001d027677
GRMZM2G330475	Zm00001d010933
GRMZM2G332294	Zm00001d031697
GRMZM2G333083	Zm00001d046174
GRMZM2G333582	Zm00001d008853
GRMZM2G333591	Zm00001d007384
GRMZM2G334225	Zm00001d037212
GRMZM2G334722	Zm00001d015412
GRMZM2G335814	Zm00001d033166
GRMZM2G336533	Zm00001d013003
GRMZM2G336766	Zm00001d053703
GRMZM2G337011	Zm00001d002281
GRMZM2G337892	Zm00001d006668
GRMZM2G338056	Zm00001d045211
GRMZM2G338259	Zm00001d042267
GRMZM2G339751	Zm00001d012419
GRMZM2G339848	Zm00001d048734
GRMZM2G339957	Zm00001d011730
GRMZM2G340177	Zm00001d046346
GRMZM2G341747	Zm00001d014286
GRMZM2G342217	Zm00001d049249
GRMZM2G342424	Zm00001d014710
GRMZM2G342588	Zm00001d037461
GRMZM2G343068	Zm00001d036577
GRMZM2G344521	Zm00001d033324
GRMZM2G344974	Zm00001d018510
GRMZM2G346706	Zm00001d011070
GRMZM2G346920	Zm00001d031840
GRMZM2G347043	Zm00001d034601
GRMZM2G348238	Zm00001d039637
GRMZM2G348307	Zm00001d050137
GRMZM2G348780	Zm00001d030838
GRMZM2G350165	Zm00001d005750
GRMZM2G350312	Zm00001d029339
GRMZM2G350621	Zm00001d039892
GRMZM2G351018	Zm00001d012751
GRMZM2G351232	Zm00001d033566
GRMZM2G351330	Zm00001d002799
GRMZM2G352159	Zm00001d041056
GRMZM2G353076	Zm00001d044662
GRMZM2G353553	Zm00001d029711
GRMZM2G353734	Zm00001d050443
GRMZM2G354151	Zm00001d051294
GRMZM2G354384	Zm00001d044315
GRMZM2G355469	Zm00001d025462
GRMZM2G357688	Zm00001d021386
GRMZM2G358701	Zm00001d025638
GRMZM2G358796	Zm00001d020823
GRMZM2G359304	Zm00001d047266
GRMZM2G359589	Zm00001d049137
GRMZM2G359599	Zm00001d001971	Zm00001d048591
GRMZM2G359952	Zm00001d008882
GRMZM2G360523	Zm00001d046755
GRMZM2G361611	Zm00001d053988
GRMZM2G361659	Zm00001d052288
GRMZM2G361842	Zm00001d031063
GRMZM2G361847	Zm00001d022542
GRMZM2G362627	Zm00001d013732
GRMZM2G363052	Zm00001d020043
GRMZM2G366130	Zm00001d005875
GRMZM2G366264	Zm00001d023424
GRMZM2G366434	Zm00001d017207
GRMZM2G366584	Zm00001d033274
GRMZM2G366795	Zm00001d039044
GRMZM2G368491	Zm00001d044546
GRMZM2G368838	Zm00001d002620
GRMZM2G368909	Zm00001d034664
GRMZM2G369018	Zm00001d016231
GRMZM2G369472	Zm00001d031796
GRMZM2G369629	Zm00001d037528
GRMZM2G369799	Zm00001d041935
GRMZM2G369993	Zm00001d030738
GRMZM2G370026	Zm00001d031194
GRMZM2G370332	Zm00001d015549
GRMZM2G370425	Zm00001d041376	Zm00001d041377
GRMZM2G370777	Zm00001d052180
GRMZM2G370863	Zm00001d050452
GRMZM2G370896	Zm00001d010087
GRMZM2G371033	Zm00001d012015
GRMZM2G371058	Zm00001d038281
GRMZM2G374986	Zm00001d048448
GRMZM2G375307	Zm00001d021389
GRMZM2G375675	Zm00001d009017
GRMZM2G375707	Zm00001d011323
GRMZM2G376061	Zm00001d042933
GRMZM2G376255	Zm00001d048296
GRMZM2G376684	Zm00001d036883
GRMZM2G377217	Zm00001d051328
GRMZM2G378490	Zm00001d039482
GRMZM2G378580	Zm00001d049295
GRMZM2G378653	Zm00001d046759
GRMZM2G378665	Zm00001d017986
GRMZM2G379005	Zm00001d051981
GRMZM2G379167	Zm00001d018465
GRMZM2G379179	Zm00001d031266
GRMZM2G379608	Zm00001d037315
GRMZM2G379652	Zm00001d019096
GRMZM2G379656	Zm00001d032784
GRMZM2G380094	Zm00001d016876
GRMZM2G380377	Zm00001d036003
GRMZM2G380515	Zm00001d010842
GRMZM2G381378	Zm00001d022437
GRMZM2G381441	Zm00001d034920
GRMZM2G382029	Zm00001d008448
GRMZM2G382350	Zm00001d043066
GRMZM2G383594	Zm00001d030139
GRMZM2G383841	Zm00001d006733
GRMZM2G384339	Zm00001d012823
GRMZM2G384386	Zm00001d021892
GRMZM2G384528	Zm00001d022099
GRMZM2G385543	Zm00001d013357
GRMZM2G386095	Zm00001d036032
GRMZM2G386163	Zm00001d020982
GRMZM2G386273	Zm00001d013172
GRMZM2G386276	Zm00001d043231
GRMZM2G386362	Zm00001d002023
GRMZM2G386674	Zm00001d038717
GRMZM2G387528	Zm00001d008205
GRMZM2G388148	Zm00001d015990
GRMZM2G389379	Zm00001d005931
GRMZM2G389557	Zm00001d014843
GRMZM2G389567	Zm00001d032132
GRMZM2G390641	Zm00001d000358
GRMZM2G392168	Zm00001d025514
GRMZM2G392306	Zm00001d044825
GRMZM2G392516	Zm00001d035224
GRMZM2G392823	Zm00001d013931
GRMZM2G393433	Zm00001d035266
GRMZM2G394941	Zm00001d017900
GRMZM2G394973	Zm00001d043402
GRMZM2G395549	Zm00001d041351
GRMZM2G395672	Zm00001d011645
GRMZM2G395749	Zm00001d008800
GRMZM2G395842	Zm00001d045887
GRMZM2G396114	Zm00001d033898
GRMZM2G396451	Zm00001d033945	Zm00001d033946	Zm00001d033947
GRMZM2G396527	Zm00001d025964
GRMZM2G396632	Zm00001d037360
GRMZM2G396825	Zm00001d040630
GRMZM2G397518	Zm00001d042988	Zm00001d042989
GRMZM2G397616	Zm00001d009668
GRMZM2G397755	Zm00001d039459
GRMZM2G398055	Zm00001d038191
GRMZM2G398506	Zm00001d021947
GRMZM2G398758	Zm00001d007883
GRMZM2G399072	Zm00001d027878
GRMZM2G399098	Zm00001d048297
GRMZM2G399598	Zm00001d007236	Zm00001d007237
GRMZM2G400489	Zm00001d008198
GRMZM2G400559	Zm00001d005056
GRMZM2G400714	Zm00001d034145
GRMZM2G401521	Zm00001d038761
GRMZM2G401809	Zm00001d006848
GRMZM2G401835	Zm00001d036802
GRMZM2G402027	Zm00001d026166
GRMZM2G402156	Zm00001d045162
GRMZM2G402862	Zm00001d036392
GRMZM2G403590	Zm00001d005787
GRMZM2G403620	Zm00001d030737
GRMZM2G404769	Zm00001d016906	Zm00001d016907
GRMZM2G404973	Zm00001d002811
GRMZM2G405094	Zm00001d012255
GRMZM2G405170	Zm00001d024103
GRMZM2G405368	Zm00001d045735
GRMZM2G405699	Zm00001d034965
GRMZM2G406204	Zm00001d027395
GRMZM2G406651	Zm00001d021545
GRMZM2G407119	Zm00001d047999
GRMZM2G407631	Zm00001d046664
GRMZM2G408012	Zm00001d017129
GRMZM2G408436	Zm00001d044013
GRMZM2G408462	Zm00001d044010
GRMZM2G409881	Zm00001d039017
GRMZM2G409974	Zm00001d045112
GRMZM2G410083	Zm00001d025823
GRMZM2G411766	Zm00001d011496
GRMZM2G412430	Zm00001d029402
GRMZM2G414159	Zm00001d013849
GRMZM2G414252	Zm00001d005841
GRMZM2G414315	Zm00001d009698
GRMZM2G414805	Zm00001d014698
GRMZM2G414844	Zm00001d039116
GRMZM2G415077	Zm00001d034945
GRMZM2G415229	Zm00001d026245
GRMZM2G415251	Zm00001d028070
GRMZM2G416524	Zm00001d004791
GRMZM2G416652	Zm00001d046519
GRMZM2G416701	Zm00001d035512
GRMZM2G416708	Zm00001d040385
GRMZM2G417164	Zm00001d009778
GRMZM2G417229	Zm00001d017784
GRMZM2G417574	Zm00001d015525
GRMZM2G417597	Zm00001d006022
GRMZM2G418899	Zm00001d022033	Zm00001d022034
GRMZM2G419239	Zm00001d053220
GRMZM2G419252	Zm00001d050487
GRMZM2G419901	Zm00001d027870
GRMZM2G420280	Zm00001d003657
GRMZM2G421033	Zm00001d026447
GRMZM2G421212	Zm00001d025988
GRMZM2G421256	Zm00001d002545
GRMZM2G422083	Zm00001d024810
GRMZM2G422205	Zm00001d044481
GRMZM2G422644	Zm00001d006198
GRMZM2G423292	Zm00001d049991
GRMZM2G423393	Zm00001d024354
GRMZM2G423423	Zm00001d033791
GRMZM2G424261	Zm00001d025295
GRMZM2G425236	Zm00001d013409
GRMZM2G425366	Zm00001d007248
GRMZM2G425427	Zm00001d024725
GRMZM2G425430	Zm00001d029564
GRMZM2G425798	Zm00001d025281
GRMZM2G425920	Zm00001d025589
GRMZM2G426140	Zm00001d015671	Zm00001d015672
GRMZM2G427087	Zm00001d025982
GRMZM2G427438	Zm00001d028828
GRMZM2G428184	Zm00001d027461
GRMZM2G428470	Zm00001d000045
GRMZM2G428555	Zm00001d032194
GRMZM2G429378	Zm00001d045262
GRMZM2G430522	Zm00001d031463
GRMZM2G430849	Zm00001d022424
GRMZM2G431156	Zm00001d010201
GRMZM2G431157	Zm00001d023788
GRMZM2G431243	Zm00001d047209
GRMZM2G431309	Zm00001d006701
GRMZM2G432583	Zm00001d010617
GRMZM2G433450	Zm00001d009423
GRMZM2G433591	Zm00001d053749
GRMZM2G434203	Zm00001d017591
GRMZM2G435015	Zm00001d021172
GRMZM2G435475	Zm00001d038693
GRMZM2G435824	Zm00001d025483
GRMZM2G436344	Zm00001d046774
GRMZM2G437460	Zm00001d043922
GRMZM2G437481	Zm00001d025727
GRMZM2G438202	Zm00001d026271
GRMZM2G438260	Zm00001d004230
GRMZM2G438293	Zm00001d012273
GRMZM2G438438	Zm00001d032175
GRMZM2G438652	Zm00001d018729
GRMZM2G439903	Zm00001d052564
GRMZM2G440529	Zm00001d043248
GRMZM2G440949	Zm00001d038557
GRMZM2G441031	Zm00001d023336
GRMZM2G441115	Zm00001d048697
GRMZM2G441325	Zm00001d038698
GRMZM2G443109	Zm00001d019487
GRMZM2G443202	Zm00001d044311
GRMZM2G444073	Zm00001d049485
GRMZM2G444748	Zm00001d015153
GRMZM2G445575	Zm00001d026398
GRMZM2G445684	Zm00001d031416
GRMZM2G445944	Zm00001d018530
GRMZM2G446426	Zm00001d052648
GRMZM2G446515	Zm00001d019756	Zm00001d019757
GRMZM2G447176	Zm00001d033466
GRMZM2G447551	Zm00001d028007
GRMZM2G447745	Zm00001d035470	Zm00001d046850
GRMZM2G448104	Zm00001d026362
GRMZM2G448605	Zm00001d009595
GRMZM2G448607	Zm00001d035440
GRMZM2G449165	Zm00001d012734
GRMZM2G449681	Zm00001d010399
GRMZM2G449950	Zm00001d051700
GRMZM2G450445	Zm00001d003293
GRMZM2G450459	Zm00001d038081
GRMZM2G451031	Zm00001d043116
GRMZM2G451035	Zm00001d052358
GRMZM2G451116	Zm00001d044118
GRMZM2G451771	Zm00001d024790
GRMZM2G452178	Zm00001d007842
GRMZM2G452996	Zm00001d027753
GRMZM2G453001	Zm00001d027752
GRMZM2G453571	Zm00001d039032
GRMZM2G454022	Zm00001d008404
GRMZM2G454449	Zm00001d046981
GRMZM2G455869	Zm00001d013399
GRMZM2G455889	Zm00001d006736
GRMZM2G456452	Zm00001d032578
GRMZM2G456568	Zm00001d038227
GRMZM2G456960	Zm00001d008229
GRMZM2G457562	Zm00001d010175
GRMZM2G458087	Zm00001d025249	Zm00001d025250
GRMZM2G458437	Zm00001d007119
GRMZM2G458728	Zm00001d053151
GRMZM2G459156	Zm00001d045616	Zm00001d045617
GRMZM2G459540	Zm00001d031277
GRMZM2G459614	Zm00001d050143
GRMZM2G459864	Zm00001d024389
GRMZM2G460544	Zm00001d052890
GRMZM2G460869	Zm00001d040428
GRMZM2G461905	Zm00001d028069
GRMZM2G461907	Zm00001d028068
GRMZM2G462417	Zm00001d052395	Zm00001d052396
GRMZM2G462623	Zm00001d011597
GRMZM2G463133	Zm00001d011212
GRMZM2G463525	Zm00001d040455
GRMZM2G463730	Zm00001d034282
GRMZM2G464037	Zm00001d052431
GRMZM2G464580	Zm00001d029553
GRMZM2G465091	Zm00001d025896
GRMZM2G465595	Zm00001d028361
GRMZM2G465835	Zm00001d038289
GRMZM2G466044	Zm00001d017462
GRMZM2G468056	Zm00001d012505
GRMZM2G468479	Zm00001d039475
GRMZM2G469551	Zm00001d032681
GRMZM2G469873	Zm00001d050698
GRMZM2G470307	Zm00001d039306
GRMZM2G470422	Zm00001d034783
GRMZM2G470974	Zm00001d023285	Zm00001d023286
GRMZM2G471039	Zm00001d003494	Zm00001d003495	Zm00001d003496
GRMZM2G471600	Zm00001d010280
GRMZM2G471635	Zm00001d050016
GRMZM2G472096	Zm00001d019214
GRMZM2G472100	Zm00001d019213
GRMZM2G472589	Zm00001d053437
GRMZM2G472671	Zm00001d031717
GRMZM2G473152	Zm00001d042196
GRMZM2G473274	Zm00001d048455
GRMZM2G474326	Zm00001d043491
GRMZM2G474656	Zm00001d038811
GRMZM2G475014	Zm00001d031164
GRMZM2G475017	Zm00001d008323
GRMZM2G475263	Zm00001d039267
GRMZM2G475289	Zm00001d027419
GRMZM2G475305	Zm00001d039266
GRMZM2G475678	Zm00001d002760
GRMZM2G475984	Zm00001d039531
GRMZM2G477238	Zm00001d016175
GRMZM2G477287	Zm00001d029679
GRMZM2G477415	Zm00001d014628
GRMZM2G477533	Zm00001d049236
GRMZM2G478396	Zm00001d012330
GRMZM2G478417	Zm00001d031790
GRMZM2G478501	Zm00001d039957
GRMZM2G478965	Zm00001d019098
GRMZM2G479110	Zm00001d018380
GRMZM2G479760	Zm00001d018178
GRMZM2G479885	Zm00001d030617
GRMZM2G479980	Zm00001d018773
GRMZM2G480434	Zm00001d031499
GRMZM2G480621	Zm00001d001775
GRMZM2G481163	Zm00001d029974
GRMZM2G481280	Zm00001d035155
GRMZM2G481668	Zm00001d038216
GRMZM2G496770	Zm00001d051267
GRMZM2G516301	Zm00001d008793
GRMZM2G522066	Zm00001d030908	Zm00001d030909
GRMZM2G526668	Zm00001d050394
GRMZM2G529859	Zm00001d017391
GRMZM2G531231	Zm00001d045227
GRMZM2G531738	Zm00001d037836
GRMZM2G532534	Zm00001d048391
GRMZM2G544539	Zm00001d023535
GRMZM2G546369	Zm00001d026456
GRMZM2G549512	Zm00001d050023
GRMZM2G553379	Zm00001d013259
GRMZM2G582893	Zm00001d013856
GRMZM2G589696	Zm00001d051577
GRMZM2G700011	Zm00001d047716
GRMZM2G700665	Zm00001d010987	Zm00001d010988
GRMZM2G701063	Zm00001d037118
GRMZM2G701218	Zm00001d038527
GRMZM2G701689	Zm00001d041445
GRMZM2G702026	Zm00001d016838
GRMZM2G703281	Zm00001d005837
GRMZM2G703514	Zm00001d028066
GRMZM2G704330	Zm00001d018832
GRMZM5G801627	Zm00001d037769
GRMZM5G803308	Zm00001d046632
GRMZM5G803355	Zm00001d041818
GRMZM5G803812	Zm00001d014201
GRMZM5G803888	Zm00001d007850
GRMZM5G804893	Zm00001d038396	Zm00001d038397
GRMZM5G805026	Zm00001d012516
GRMZM5G805387	Zm00001d010233	Zm00001d010234
GRMZM5G805505	Zm00001d002761
GRMZM5G805685	Zm00001d023446
GRMZM5G806839	Zm00001d029884
GRMZM5G808366	Zm00001d002929
GRMZM5G809663	Zm00001d030150	Zm00001d030151
GRMZM5G812272	Zm00001d011527
GRMZM5G812774	Zm00001d046305
GRMZM5G813651	Zm00001d042580
GRMZM5G813892	Zm00001d029875
GRMZM5G814279	Zm00001d044899
GRMZM5G816314	Zm00001d017480
GRMZM5G816457	Zm00001d003331
GRMZM5G818643	Zm00001d020826
GRMZM5G818655	Zm00001d040682
GRMZM5G818776	Zm00001d049721
GRMZM5G821024	Zm00001d004857
GRMZM5G821439	Zm00001d006551
GRMZM5G821755	Zm00001d041780
GRMZM5G822829	Zm00001d026147
GRMZM5G823157	Zm00001d017712
GRMZM5G825321	Zm00001d002718
GRMZM5G828179	Zm00001d039254
GRMZM5G828396	Zm00001d031561
GRMZM5G829103	Zm00001d033215
GRMZM5G829408	Zm00001d038664
GRMZM5G830671	Zm00001d036510
GRMZM5G830949	Zm00001d011470
GRMZM5G832409	Zm00001d035439
GRMZM5G832473	Zm00001d042758
GRMZM5G833032	Zm00001d017609
GRMZM5G833253	Zm00001d051520
GRMZM5G834596	Zm00001d039437
GRMZM5G834874	Zm00001d017112
